pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
K07_185095,NODE_K07_ELE_TP,NODE_K07_ESC_TP,1,1,41.66379606,9,,,,,"Elevator to Platform, Wheelchair Accessible"
K07_185022,NODE_K07_ELE_TP,NODE_K07_ELE_BT,5,1,2.296747494,180,,,,,
K07_185024,NODE_K07_ESC_TP,NODE_K07_ESC_BT,4,0,72.22204426,36,,,,,
K07_185025,NODE_K07_ESC_TP,NODE_K07_ESC_BT,2,1,67.19666676,45,-39,,,,
K07_185026,NODE_K07_ESC_BT,NODE_K07_ESC_TP,4,0,72.02775242,36,,,,,
K07_185094,NODE_K07_ELE_BT,NODE_K07_ESC_BT,1,1,132.9678373,29,,,,,
K07_185030,NODE_K07_ELE_BT,PLF_K07_OR_VIENNA,1,1,121.4846316,26,,,,Orange Line - Trains  to Vienna,"Elevator to Mezzanine, Wheelchair Accessible"
K07_185096,NODE_K07_ELE_BT,PLF_K07_OR_NEW_CARROLLTON,1,1,122.1675632,27,,,,Orange Line - Trains  to New Carrollton,"Elevator to Mezzanine, Wheelchair Accessible"
K07_185031,NODE_K07_ESC_BT,PLF_K07_OR_VIENNA,1,1,11.48320571,2,,,,Orange Line - Trains  to Vienna,Exit
K07_185032,NODE_K07_ESC_BT,PLF_K07_OR_NEW_CARROLLTON,1,1,10.033256,2,,,,Orange Line - Trains  to New Carrollton,Exit
K07_185097,PLF_K07_OR_VIENNA,PF_K07_C,1,1,305.3869019,66,,,,,
K07_185098,PLF_K07_OR_NEW_CARROLLTON,PF_K07_C,1,1,306.0509303,67,,,,,
K06_184100,ENT_K06_S,NODE_K06_MZ,1,1,172.035835,37,,,,,"Kiss and Ride, Parking, Metrobuses"
K06_184101,ENT_K06_N,NODE_K06_ESC5_BT,1,1,21.68110096,5,,,,,
K06_184102,ENT_K06_N,NODE_K06_ELE3_BT,1,1,62.83598496,14,,,,,
K06_184103,NODE_K06_ELE3_BT,NODE_K06_ELE3_TP,5,1,5.757548145,180,,,,,
K06_184104,NODE_K06_ELE3_TP,NODE_K06_MZ,1,1,60.75410632,13,,,,,Wolf Trap Shuttle
K06_184105,NODE_K06_ESC5_BT,NODE_K06_ESC5_TP,4,0,67.38719011,34,,,,,
K06_184106,NODE_K06_ESC5_TP,NODE_K06_ESC5_BT,4,0,68.00727536,34,,,,,
K06_184107,NODE_K06_ESC5_TP,NODE_K06_MZ,1,1,43.14697136,9,,,,,Wolf Trap Shuttle
K06_184108,NODE_K06_MZ,NODE_K06_MZ_FG_UNPAID,1,1,24.8743629,5,,,,,
K06_184109,NODE_K06_MZ_FG_UNPAID,NODE_K06_MZ_FG_PAID,6,0,6.000163456,5,,,,,
K06_184110,NODE_K06_MZ_FG_PAID,NODE_K06_MZ_FG_UNPAID,7,0,6.000163456,5,,,,,
K06_184111,NODE_K06_MZ_FG_PAID,NODE_K06_ESC1_TP,1,1,124.692409,27,,,,Orange Line to Vienna,Buses/Kiss and Ride/Parking
K06_184112,NODE_K06_MZ_FG_PAID,NODE_K06_ESC3_TP,1,1,124.8991904,27,,,,Orange Line to New Carrollton,Buses/Kiss and Ride/Parking
K06_184113,NODE_K06_MZ_FG_PAID,NODE_K06_ELE1_TP,1,1,98.25611369,21,,,,"Elevator to Platform, Wheelchair Accessible",
K06_184114,NODE_K06_MZ_FG_PAID,NODE_K06_ELE2_TP,1,1,98.54893958,21,,,,"Elevator to Platform, Wheelchair Accessible",
K06_184115,NODE_K06_MZ_FG_PAID,NODE_K06_STAIRS1_TP,1,1,208.0269449,45,,,,Orange Line to Vienna,Buses/Kiss and Ride/Parking
K06_184116,NODE_K06_MZ_FG_PAID,NODE_K06_STAIRS2_TP,1,1,208.3143493,45,,,,Orange Line to New Carrollton,Buses/Kiss and Ride/Parking
K06_184117,NODE_K06_ESC1_TP,NODE_K06_ESC1_BT,4,0,53.31698751,27,,,,,
K06_184118,NODE_K06_ESC3_TP,NODE_K06_ESC3_BT,4,0,53.31653164,27,,,,,
K06_184119,NODE_K06_ELE1_TP,NODE_K06_ELE1_BT,5,1,2.666766629,180,,,,,
K06_184120,NODE_K06_ELE2_TP,NODE_K06_ELE2_BT,5,1,2.666683827,180,,,,,
K06_184121,NODE_K06_STAIRS1_TP,NODE_K06_STAIRS1_BT,2,1,52.316643,35,-34,,,,
K06_184122,NODE_K06_STAIRS2_TP,NODE_K06_STAIRS2_BT,2,1,52.31652464,35,-34,,,,
K06_184123,NODE_K06_ESC1_BT,PLF_K06_OR_VIENNA,1,1,93.33037646,20,,,,Orange Line - Trains  to Vienna,
K06_184124,NODE_K06_ELE1_BT,PLF_K06_OR_VIENNA,1,1,8.73716475,2,,,,Orange Line - Trains  to Vienna,"Elevator to Mezzanine, Wheelchair Accessible"
K06_184125,NODE_K06_STAIRS1_BT,PLF_K06_OR_VIENNA,1,1,173.3388589,38,,,,Orange Line - Trains  to Vienna,Exit
K06_184126,NODE_K06_ESC3_BT,PLF_K06_OR_NEW_CARROLLTON,1,1,92.69787683,20,,,,Orange Line - Trains  to New Carrollton,
K06_184127,NODE_K06_ELE2_BT,PLF_K06_OR_NEW_CARROLLTON,1,1,9.118538392,2,,,,Orange Line - Trains  to New Carrollton,"Elevator to Mezzanine, Wheelchair Accessible"
K06_184128,NODE_K06_STAIRS2_BT,PLF_K06_OR_NEW_CARROLLTON,1,1,174.9206164,38,,,,Orange Line - Trains  to New Carrollton,Exit
K06_184132,PLF_K06_OR_VIENNA,NODE_K06_ESC2_BT,1,1,75.94683059,17,,,,,
K06_184133,PLF_K06_OR_NEW_CARROLLTON,NODE_K06_ESC4_BT,1,1,75.16322508,16,,,,,
K06_184134,NODE_K06_ESC2_BT,NODE_K06_ESC2_TP,4,0,53.31697536,27,,,,,
K06_184135,NODE_K06_ESC4_BT,NODE_K06_ESC4_TP,4,0,53.31673666,27,,,,,
K06_184136,NODE_K06_ESC2_TP,NODE_K06_MZ_FG_PAID,1,1,99.59597412,22,,,,,
K06_184137,NODE_K06_ESC4_TP,NODE_K06_MZ_FG_PAID,1,1,99.91730173,22,,,,,
K06_184129,PLF_K06_OR_VIENNA,PF_K06_2,1,1,44.33582175,10,,,,,
K06_184130,PLF_K06_OR_NEW_CARROLLTON,PF_K06_1,1,1,22.49787201,5,,,,,
K05_183031,ENT_K05_M,NODE_K05_FG_UNPAID,1,1,33.40113536,7,,,,,
K05_183030,NODE_K05_FG_UNPAID,NODE_K05_FG_PAID,6,0,5.999947966,5,,,,,
K05_183100,NODE_K05_FG_PAID,NODE_K05_FG_UNPAID,7,0,5.999947966,5,,,,,
K05_183029,NODE_K05_FG_PAID,NODE_K05_ESC1_BT,1,1,39.88525582,9,,,,,
K05_183025,NODE_K05_FG_PAID,NODE_K05_ESC2_BT,1,1,148.5967003,32,,,,,
K05_183026,NODE_K05_FG_PAID,NODE_K05_ELE_BT,1,1,167.8880071,36,,,,Elevator to Train,
K05_183021,NODE_K05_ESC1_BT,NODE_K05_ESC1_TP,4,0,71.31724107,36,,,,,
K05_183020,NODE_K05_ESC1_TP,NODE_K05_ESC1_BT,4,0,71.31498206,36,,,,,
K05_183011,NODE_K05_ESC2_BT,NODE_K05_ESC2_TP,4,0,65.35109,33,,,,,
K05_183014,NODE_K05_ELE_BT,NODE_K05_ELE_TP,5,1,2.95683581,180,,,,,
K05_183016,NODE_K05_ESC1_TP,PLF_K05_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,10.85624263,2,,,,Orange/Silver Line - East Falls Church  to New Carrollton/Downtown Largo,Exit/Transfer to Orange Line Vienna and Silver Line Wiehle-Reston East
K05_183017,NODE_K05_ESC1_TP,PLF_K05_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,10.19656691,2,,,,Orange/Silver Line - East Falls Church  to Vienna and Wiehle-Reston East,Exit/Transfer to Orange Line New Carrollton and Silver Line Downtown Largo
K05_183012,NODE_K05_ELE_TP,PLF_K05_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,20.30449442,4,,,,Orange/Silver Line - East Falls Church  to New Carrollton/Downtown Largo,"Exit Elevator, Wheelchair Accessible/Transfer to Orange Line Vienna and Silver Line Wiehle-Reston East"
K05_183007,NODE_K05_ELE_TP,PLF_K05_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,25.6078343,6,,,,Orange/Silver Line - East Falls Church  to Vienna and Wiehle-Reston East,"Exit Elevator, Wheelchair Accessible/Transfer to Orange Line Vienna and Silver Line Wiehle-Reston East"
K05_183005,NODE_K05_ESC2_TP,PLF_K05_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,84.22453416,18,,,,Orange/Silver Line - East Falls Church  to New Carrollton/Downtown Largo,Exit/Transfer to Orange Line Vienna and Silver Line Wiehle-Reston East
K05_183002,NODE_K05_ESC2_TP,PLF_K05_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,76.72105642,17,,,,Orange/Silver Line - East Falls Church  to Vienna and Wiehle-Reston East,Exit/Transfer to Orange Line New Carrollton and Silver Line Downtown Largo
K05_183101,PLF_K05_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,PF_K05_C,1,1,43.250351,9,,,,,
K05_183102,PLF_K05_OR_SV_VIENNA_WIEHLE_RESTON_EAST,PF_K05_C,1,1,40.67116906,9,,,,,
K04_183063,ENT_K04_M,NODE_K04_M_ESC1_BT,4,0,54.23177516,27,,,,,
K04_183079,NODE_K04_M_ESC1_BT,ENT_K04_M,4,0,50.28032009,25,,,,,
K04_183064,NODE_K04_M_ESC1_BT,NODE_K04_M_ESC2_TP,1,1,64.09941184,14,,,,,
K04_183041,NODE_K04_M_ESC2_TP,NODE_K04_M_ESC2_BT,4,0,53.61201099,27,,,,,
K04_183066,NODE_K04_M_ESC2_BT,NODE_K04_M_ESC2_TP,4,0,49.4033306,25,,,,,
K04_183081,ENT_K04_N_EL,NODE_K04_N_MZ_ELE,5,1,17.88918924,180,,,,Ballston-MU Station - Elevator to Mezzanine and Trains,
K04_183019,ENT_K04_N_EL,NODE_K04_N_PLF_ELE,5,1,16.57384314,180,,,,Ballston-MU Station - Elevator to Mezzanine and Trains,
K04_183048,NODE_K04_N_MZ_ELE,NODE_K04_N_PLF_ELE,5,1,18.8270092,180,,,,,
K04_183076,NODE_K04_MZ_ELE1_TP,NODE_K04_MZ_ELE1_BT,5,1,7.01581012,180,,,,,
K04_183011,NODE_K04_M_ESC2_BT,NODE_K04_MZ_FG_UNPAID,1,1,171.6618384,37,,,,,Exit to Street
K04_183020,NODE_K04_N_MZ_ELE,NODE_K04_MZ_ELE1_TP,1,1,52.48583596,11,,,,Elevator to Trains to New Carrollton/Downtown Largo,"Elevator to Trains to Vienna/Wiehle Reston East, Street - North Side Fairfax Drive,"
K04_183082,NODE_K04_N_MZ_ELE,NODE_K04_MZ_FG_UNPAID,1,1,75.91229842,17,,,,,"Elevator to Trains to Vienna/Wiehle Reston East, Street - North Side Fairfax Drive,"
K04_183085,NODE_K04_MZ_ELE1_BT,NODE_K04_S_FG_UNPAID,1,1,7.974501158,2,,,,,
K04_183071,NODE_K04_S_FG_UNPAID,NODE_K04_S_FG_PAID,6,0,5.988170409,5,,,,,
K04_183058,NODE_K04_S_FG_PAID,NODE_K04_S_FG_UNPAID,7,0,5.988170409,5,,,,,
K04_183049,NODE_K04_S_FG_PAID,PLF_K04_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,209.3576737,46,,,,Orange/Silver Line Platform to New Carrollton/Downtown Largo,"Elevator, Wheelchair Accessible"
K04_183084,NODE_K04_N_PLF_ELE,NODE_K04_N_FG_UNPAID,1,1,4.29210003,1,,,,,
K04_183051,NODE_K04_N_FG_UNPAID,NODE_K04_N_FG_PAID,6,0,6.208013694,5,,,,,
K04_183047,NODE_K04_N_FG_PAID,NODE_K04_N_FG_UNPAID,7,0,6.208013694,5,,,,,
K04_183042,NODE_K04_N_FG_PAID,PLF_K04_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,207.560746,45,,,,Orange/Silver Line Platform to Vienna/Wiehle-Reston East,"Elevator, Wheelchair Accessible"
K04_183080,NODE_K04_MZ_FG_UNPAID,NODE_K04_MZ_FG_PAID,6,0,5.962105831,5,,,,,
K04_183086,NODE_K04_MZ_FG_PAID,NODE_K04_MZ_FG_UNPAID,7,0,5.962105831,5,,,,,
K04_183068,NODE_K04_MZ,NODE_K04_M_ESC3_TP,1,1,44.08369083,10,,,,Orange/Silver Line to Vienna/Wiehle-Reston East,
K04_183052,NODE_K04_MZ,NODE_K04_M_ESC4_TP,1,1,43.79630624,10,,,,Orange/Silver Line to New Carrollton/Downtown Largo,
K04_183070,NODE_K04_M_ESC3_TP,NODE_K04_M_ESC3_BT,4,0,31.42252665,16,,,,,
K04_183021,NODE_K04_M_ESC4_TP,NODE_K04_M_ESC4_BT,4,0,31.42253726,16,,,,,
K04_183067,NODE_K04_M_ESC3_BT,PLF_K04_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,124.5675269,27,,,,Orange/Silver Line Platform to Vienna/Wiehle-Reston East,
K04_183036,NODE_K04_M_ESC4_BT,PLF_K04_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,124.5170753,27,,,,Orange/Silver Line Platform to New Carrollton/Downtown Largo,
K04_183050,NODE_K04_MZ_FG_PAID,NODE_K04_MZ,1,1,16.01234031,3,,,,,
K04_183060,NODE_K04_MZ,NODE_K04_M_ESC5_TP,1,1,102.2354266,22,,,,,
K04_183069,NODE_K04_MZ,NODE_K04_M_ESC6_TP,1,1,102.0151951,22,,,,,
K04_183018,NODE_K04_MZ,NODE_K04_M_ESC7_TP,1,1,150.8957366,33,,,,,
K04_183028,NODE_K04_MZ,NODE_K04_M_ESC8_TP,1,1,150.1388816,33,,,,,
K04_183087,PLF_K04_OR_SV_VIENNA_WIEHLE_RESTON_EAST,NODE_K04_M_ESC5_BT,1,1,66.37292654,14,,,,,
K04_183035,PLF_K04_OR_SV_VIENNA_WIEHLE_RESTON_EAST,NODE_K04_M_ESC7_BT,1,1,8.191921445,2,,,,,
K04_183024,PLF_K04_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,NODE_K04_M_ESC6_BT,1,1,66.30292981,14,,,,,
K04_183083,PLF_K04_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,NODE_K04_M_ESC8_BT,1,1,8.06215046,2,,,,,
K04_183075,NODE_K04_M_ESC5_BT,NODE_K04_M_ESC5_TP,4,0,31.42252665,16,,,,,
K04_183032,NODE_K04_M_ESC7_BT,NODE_K04_M_ESC7_TP,4,0,31.42253728,16,,,,,
K04_183008,NODE_K04_M_ESC6_BT,NODE_K04_M_ESC6_TP,4,0,31.42285458,16,,,,,
K04_183040,NODE_K04_M_ESC8_BT,NODE_K04_M_ESC8_TP,4,0,31.42252665,16,,,,,
K04_183023,ENT_K04_S_EL,NODE_K04_MZ_S_ELE_TP,1,1,6.624128369,1,,,,Ballston-MU Station Elevator to Mezzanine,
K04_183025,NODE_K04_MZ_S_ELE_TP,NODE_K04_MZ_S_ELE_BT,5,1,8.384345829,180,,,,,
K04_183026,NODE_K04_MZ_S_ELE_BT,NODE_K04_MZ_ELE1_TP,1,1,58.97070135,13,,,,Elevator to Trains to New Carrollton/Downtown Largo,Elevator to Street - South Side Fairfax Drive
K04_183029,NODE_K04_MZ_S_ELE_BT,NODE_K04_N_MZ_ELE,1,1,98.72588093,21,,,,"Elevator to Trains to Vienna/Wiehle Reston East, Street - North Side Fairfax Drive",Elevator to Street - South Side Fairfax Drive
K04_183027,PLF_K04_OR_SV_VIENNA_WIEHLE_RESTON_EAST,PF_K04_2,1,1,87.91313276,19,,,,,
K04_183022,PLF_K04_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,PF_K04_1,1,1,87.5270692,19,,,,,
K03_181006,ENT_K03_M,NODE_K03_ESC1_BT,4,0,96.37112912,48,,,,,
K03_181007,NODE_K03_ESC1_BT,ENT_K03_M,4,0,91.06573776,45,,,,,
K03_181010,ENT_K03_EL,NODE_K03_ELE1_TP,1,1,5.245252123,2,,,,,
K03_181012,NODE_K03_ELE1_TP,NODE_K03_ELE1_BT,5,1,7.275240822,180,,,,,
K03_181015,NODE_K03_ESC1_BT,NODE_K03_MZ_FG_UNPAID,1,1,67.74223721,15,,,,,
K03_181014,NODE_K03_ELE1_BT,NODE_K03_MZ_FG_UNPAID,1,1,97.33299214,21,,,,,
K03_181018,NODE_K03_MZ_FG_UNPAID,NODE_K03_MZ_FG_PAID,6,0,6.304825813,5,,,,,
K03_181019,NODE_K03_MZ_FG_PAID,NODE_K03_MZ_FG_UNPAID,7,0,6.304825813,5,,,,,
K03_181025,NODE_K03_MZ_FG_PAID,NODE_K03_ELE3_TP,1,1,57.98013147,13,,,,,
K03_181020,NODE_K03_MZ_FG_PAID,NODE_K03_ELE2_TP,1,1,57.95726154,13,,,,,
K03_181036,NODE_K03_MZ_FG_PAID,NODE_K03_ESC2_TP,1,1,88.79084177,19,,,,Orange/Silver Line to New Carrollton/Downtown Largo,
K03_181034,NODE_K03_MZ_FG_PAID,NODE_K03_ESC3_TP,1,1,88.74973999,19,,,,Orange/Silver Line to Vienna/Wiehle-Reston East,
K03_181044,NODE_K03_ESC2_TP,NODE_K03_ESC2_BT,4,0,43.44161239,22,,,,,
K03_181043,NODE_K03_ESC3_TP,NODE_K03_ESC3_BT,4,0,43.44074015,22,,,,,
K03_181047,NODE_K03_ESC2_BT,PLF_K03_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,73.71921092,16,,,,,
K03_181050,NODE_K03_ESC3_BT,PLF_K03_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,73.30464379,16,,,,,
K03_181027,NODE_K03_ELE3_TP,NODE_K03_ELE3_BT,5,1,3.806231163,180,,,,,
K03_181028,NODE_K03_ELE3_BT,PLF_K03_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,167.6776739,37,,,,,
K03_181022,NODE_K03_ELE2_TP,NODE_K03_ELE2_BT,5,1,3.806058091,180,,,,,
K03_181023,NODE_K03_ELE2_BT,PLF_K03_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,168.1991157,37,,,,,
K03_181056,PLF_K03_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,NODE_K03_ESC4_BT,1,1,12.53869552,3,,,,,
K03_181046,NODE_K03_ESC4_BT,NODE_K03_ESC4_TP,4,0,43.21796832,22,,,,,
K03_181039,NODE_K03_ESC4_TP,NODE_K03_MZ_FG_PAID,1,1,153.2906649,34,,,,,
K03_181055,PLF_K03_OR_SV_VIENNA_WIEHLE_RESTON_EAST,NODE_K03_ESC5_BT,1,1,12.19600029,3,,,,,
K03_181045,NODE_K03_ESC5_BT,NODE_K03_ESC5_TP,4,0,43.21767757,22,,,,,
K03_181038,NODE_K03_ESC5_TP,NODE_K03_MZ_FG_PAID,1,1,153.5764355,34,,,,,
K03_181100,PLF_K03_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,PF_K03_1,1,1,29.18745774,6,,,,,
K03_181102,PLF_K03_OR_SV_VIENNA_WIEHLE_RESTON_EAST,PF_K03_2,1,1,28.79433977,6,,,,,
K02_180008,ENT_K02_M,NODE_K02_ESC1_BT,4,0,65.050541,32,,,,,
K02_180009,ENT_K02_M,NODE_K02_ESC1_BT,2,1,58.324895,39,30,,,,
K02_180010,NODE_K02_ESC1_BT,ENT_K02_M,4,0,65.050576,32,,,,,
K02_180014,NODE_K02_ESC1_BT,NODE_K02_ESC2_TP,1,1,56.600483,12,,,,,
K02_180018,NODE_K02_ESC2_TP,NODE_K02_ESC2_BT,4,0,71.665049,36,,,,,
K02_180019,NODE_K02_ESC2_TP,NODE_K02_ESC2_BT,2,1,64.626128,43,45,,,,
K02_180020,NODE_K02_ESC2_BT,NODE_K02_ESC2_TP,4,0,70.939942,35,,,,,
K02_180029,NODE_K02_ESC2_BT,NODE_K02_MZ_FG_UNPAID,1,1,74.7674,16,,,,,
K02_180025,ENT_K02_EL,NODE_K02_ELE1_TP,1,1,3.350056,1,,,,,
K02_180026,NODE_K02_ELE1_TP,NODE_K02_ELE1_BT,5,1,3.857943,180,,,,,
K02_180027,NODE_K02_ELE1_BT,NODE_K02_MZ_FG_UNPAID,1,1,51.483596,11,,,,,
K02_180028,NODE_K02_MZ_FG_UNPAID,NODE_K02_MZ_FG_PAID,6,0,6.22471,5,,,,,
K02_180031,NODE_K02_MZ_FG_PAID,NODE_K02_MZ_FG_UNPAID,7,0,6.22471,5,,,,,
K02_180034,NODE_K02_MZ_FG_PAID,NODE_K02_ELE2_TP,1,1,65.196242,14,,,,,
K02_180036,NODE_K02_ELE2_TP,NODE_K02_ELE2_BT,5,1,3.348823,180,,,,Car No. 2,Car No. 2
K02_180037,NODE_K02_ELE2_BT,PLF_K02_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,20.070089,5,,,,,"Elevator, Wheelchair Accessible"
K02_180040,NODE_K02_MZ_FG_PAID,NODE_K02_ELE3_TP,1,1,72.420829,16,,,,,
K02_180042,NODE_K02_ELE3_TP,NODE_K02_ELE3_BT,5,1,3.661752,180,,,,Car No. 3,Car No. 3
K02_180054,NODE_K02_ELE3_BT,PLF_K02_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,26.466611,6,,,,,"Elevator, Wheelchair Accessible"
K02_180038,NODE_K02_MZ_FG_PAID,NODE_K02_ESC3_TP,1,1,76.770177,17,,,,Orange/Silver Line to Vienna/Wiehle-Reston East,
K02_180044,NODE_K02_MZ_FG_PAID,NODE_K02_ESC5_TP,1,1,76.905005,17,,,,Orange/Silver Line to New Carrollton/Downtown Largo,
K02_180048,NODE_K02_ESC3_TP,NODE_K02_ESC3_BT,4,0,43.304204,22,,,,,
K02_180053,NODE_K02_ESC3_BT,PLF_K02_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,76.641106,17,,,,,
K02_180049,NODE_K02_ESC5_TP,NODE_K02_ESC5_BT,4,0,43.329319,22,,,,,
K02_180055,NODE_K02_ESC5_BT,PLF_K02_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,74.278788,17,,,,,
K02_180060,PLF_K02_OR_SV_VIENNA_WIEHLE_RESTON_EAST,NODE_K02_ESC4_BT,1,1,139.762168,30,,,,,
K02_180050,NODE_K02_ESC4_BT,NODE_K02_ESC4_TP,4,0,43.842457,22,,,,,
K02_180046,NODE_K02_ESC4_TP,NODE_K02_MZ_FG_PAID,1,1,126.485091,27,,,,,
K02_180061,PLF_K02_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,NODE_K02_ESC6_BT,1,1,137.403452,30,,,,,
K02_180051,NODE_K02_ESC6_BT,NODE_K02_ESC6_TP,4,0,43.890286,22,,,,,
K02_180047,NODE_K02_ESC6_TP,NODE_K02_MZ_FG_PAID,1,1,126.286092,27,,,,,
K02_180100,PLF_K02_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,PF_K02_1,1,1,13.87572307,3,,,,,
K02_180101,PLF_K02_OR_SV_VIENNA_WIEHLE_RESTON_EAST,PF_K02_2,1,1,13.94226985,3,,,,,
K01_179004,ENT_K01_N,NODE_K01_ESC1_BT,4,0,84.14873487,42,,,,Court House Station,
K01_179005,NODE_K01_ESC1_BT,ENT_K01_N,4,0,80.24896442,40,,,,,
K01_179007,NODE_K01_ESC1_BT,NODE_K01_ESC2_TP,1,1,209.8226056,46,,,,To All Trains,Clarendon Blvd Strayer University
K01_179008,NODE_K01_ESC2_TP,NODE_K01_ESC2_BT,4,0,125.4096366,63,,,,,
K01_179110,NODE_K01_ESC2_BT,NODE_K01_ESC2_TP,4,0,119.3523091,60,,,,,
K01_179111,NODE_K01_ESC2_BT,NODE_K01_MZ,1,1,69.77889647,15,,,,,
K01_179112,ENT_K01_N,ENT_K01_W_EL,1,1,491.5051833,107,,,,Court House Station Elevator to Mezzanine,
K01_179113,ENT_K01_W_EL,NODE_K01_ELE1_TP,1,1,7.4669638,2,,,,,
K01_179115,NODE_K01_ELE1_TP,NODE_K01_ELE1_BT,5,1,11.54029611,180,,,,,
K01_179116,NODE_K01_ELE1_BT,NODE_K01_MZ,1,1,33.3020105,7,,,,,Elevator to Street
K01_179117,NODE_K01_MZ,NODE_K01_MZ_FG_UNPAID,1,1,41.88121665,9,,,,,
K01_179118,NODE_K01_MZ_FG_UNPAID,NODE_K01_MZ_FG_PAID,6,0,5.999768098,5,,,,,
K01_179119,NODE_K01_MZ_FG_PAID,NODE_K01_MZ_FG_UNPAID,7,0,5.999768098,5,,,,,
K01_179200,NODE_K01_MZ_FG_PAID,NODE_K01_ELE2_TP,1,1,22.88674508,5,,,,,
K01_179201,NODE_K01_ELE2_TP,NODE_K01_ELE2_BT,5,1,6.829877377,180,,,,,
K01_179202,NODE_K01_ELE2_BT,PLF_K01_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,145.6587783,32,,,,Orange/Silver Line Platform to Vienna/Wiehle-Reston East,
K01_179203,NODE_K01_ELE2_BT,PLF_K01_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,147.4736759,32,,,,Orange/Silver Line Platform to New Carrollton/Downtown Largo,
K01_179205,NODE_K01_MZ_FG_PAID,NODE_K01_STAIRS_TP,1,1,62.64994722,14,,,,,
K01_179206,NODE_K01_STAIRS_TP,NODE_K01_STAIRS_BT,2,1,24.99453695,17,23,,,Orange/Silver Line Platform to Vienna/Wiehle-Reston East/Orange/Silver Line Platform to New Carrollton/Downtown Largo,
K01_179207,NODE_K01_STAIRS_BT,PLF_K01_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,86.49839612,19,,,,Orange/Silver Line Platform to Vienna/Wiehle-Reston East,
K01_179208,NODE_K01_STAIRS_BT,PLF_K01_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,87.7030832,19,,,,Orange/Silver Line Platform to New Carrollton/Downtown Largo,
K01_179209,NODE_K01_MZ_FG_PAID,NODE_K01_ESC3_TP,1,1,121.3258643,26,,,,Orange/Silver Line Platform to Vienna/Wiehle-Reston East/Orange/Silver Line Platform to New Carrollton/Downtown Largo,
K01_179210,NODE_K01_ESC3_TP,NODE_K01_ESC3_BT,4,0,50.9786838,25,,,,,
K01_179212,NODE_K01_ESC3_BT,NODE_K01_ESC3_TP,4,0,50.9564857,25,,,,,
K01_179213,NODE_K01_ESC3_BT,PLF_K01_OR_SV_VIENNA_WIEHLE_RESTON_EAST,1,1,7.731888162,2,,,,Orange/Silver Line Platform to Vienna/Wiehle-Reston East,
K01_179214,NODE_K01_ESC3_BT,PLF_K01_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,1,1,7.912502981,2,,,,Orange/Silver Line Platform to New Carrollton/Downtown Largo,
K01_179215,PLF_K01_OR_SV_VIENNA_WIEHLE_RESTON_EAST,PF_K01_C,1,1,110.7518284,24,,,,,
K01_179216,PLF_K01_OR_SV_NEW_CARROLLTON_DOWNTOWN_LARGO,PF_K01_C,1,1,110.2706912,24,,,,,
J03_178010,ENT_J03_B,NODE_J03_MZ_ESC1_BT,1,1,6.585332751,1,,,,,
J03_178011,NODE_J03_MZ_ESC1_BT,NODE_J03_MZ_ESC1_TP,4,0,63.12533867,32,,,,,"Kiss & Ride, Park & Ride, Buses"
J03_178012,NODE_J03_MZ_ESC1_TP,NODE_J03_MZ_ESC1_BT,4,0,63.1086742,32,,,,Parking Structure,
